,image_id,class_id,x_min,y_min,w,h
5150,1087,7,852.1,0.0,157.2,211.0
5151,1087,7,784.3,100.9,110.0,73.5
5152,1087,7,950.3,159.5,73.4,171.7
5153,1087,7,688.3,140.2,265.7,257.4
5154,1087,1,887.6,309.2,94.7,144.6
5155,1087,7,721.8,490.0,181.3,177.8
5156,1087,0,654.7,608.2,40.4,30.1
5157,1087,5,772.6,349.5,130.8,176.1
5158,1087,7,525.2,258.0,308.3,371.5
5159,1087,1,250.9,0.0,360.1,325.8
5160,1087,1,324.3,209.6,184.4,214.7
5161,1087,5,167.9,414.1,88.1,223.5
5162,1087,5,165.3,440.2,80.0,144.3
5163,1087,5,183.4,419.9,52.6,150.3
5164,1087,1,194.0,306.1,530.3,675.6
5165,1087,1,505.4,312.2,239.5,177.8
5166,1087,1,394.4,397.2,107.9,37.6
5167,1087,2,256.3,518.4,78.0,207.9
5168,1087,2,318.2,430.4,47.2,167.3
5169,1087,1,754.5,791.4,66.0,84.7
5170,1087,5,431.2,308.5,38.3,31.2
5171,1088,1,727.4,195.0,36.8,26.1
5172,1088,7,0.0,265.8,325.1,542.8
5173,1088,7,407.4,167.3,213.3,184.9
5174,1088,1,896.8,73.8,55.9,93.5
5175,1088,7,906.2,68.7,66.5,43.3
5176,1088,7,600.6,423.3,416.5,538.8
5177,1088,7,298.2,257.7,363.4,501.5
5178,1088,0,523.4,283.1,68.3,57.2
5179,1089,0,139.5,246.1,626.1,548.8
5180,1090,7,808.6,369.3,92.4,64.8
5181,1090,0,120.2,365.7,742.9,271.7
5182,1091,9,332.2,839.4,243.1,143.5
5183,1091,0,293.2,21.1,547.6,818.5
5184,1092,1,226.5,233.7,639.3,496.5
5185,1092,0,804.2,0.0,181.5,55.9
5186,1093,0,101.2,517.6,772.7,100.3
5187,1093,5,546.2,401.5,174.7,269.7
5188,1094,3,244.8,421.3,529.9,301.5
5189,1095,5,355.9,267.7,328.8,440.4
5190,1095,0,547.9,54.1,79.2,224.5
5191,1095,1,797.5,428.2,73.8,79.7
5192,1095,1,643.7,459.4,206.9,172.4
5193,1095,1,803.6,363.9,65.7,70.9
5194,1096,1,313.6,372.1,281.1,367.1
5195,1097,7,570.2,195.3,303.4,168.1
5196,1097,7,538.8,281.1,226.5,115.6
5197,1097,7,396.5,288.5,340.7,338.8
5198,1097,7,17.3,348.7,630.2,656.3
5199,1097,2,124.6,395.2,88.0,55.4
5200,1098,5,118.2,616.4,142.6,73.7
5201,1098,0,164.2,546.0,349.8,228.3
5202,1098,5,928.5,786.8,95.2,123.2
5203,1098,7,928.2,773.3,95.5,38.1
5204,1098,6,0.0,291.0,457.8,337.0
5205,1098,6,668.4,588.7,309.8,209.8
5206,1098,1,412.4,493.0,246.2,224.3
5207,1098,6,303.4,674.5,92.4,54.9
5208,1099,3,325.4,267.7,317.0,376.9
5209,1100,5,321.0,381.0,301.0,311.1
5210,1100,0,439.9,282.9,57.2,171.7
5211,1100,1,349.5,548.6,241.4,133.8
5212,1101,0,785.9,442.4,33.5,40.6
5213,1101,1,108.7,308.3,665.4,348.2
5214,1101,1,121.6,225.3,673.5,409.4
5215,1102,0,94.0,186.6,619.9,778.5
5216,1103,0,222.8,317.7,544.5,495.7
5217,1104,1,367.7,156.1,220.7,272.9
5218,1104,7,307.0,276.0,266.7,318.0
5219,1104,1,557.5,370.1,216.9,387.0
5220,1104,7,213.3,308.8,285.7,450.0
5221,1104,1,624.0,437.5,97.8,136.5
5222,1105,0,46.0,121.2,799.5,839.8
5223,1106,6,238.1,350.2,456.1,295.1
5224,1106,7,358.6,435.0,116.5,82.8
5225,1107,1,48.4,240.5,832.0,633.1
5226,1108,1,526.6,232.9,326.4,262.3
5227,1108,7,479.8,410.2,196.1,181.3
5228,1108,7,428.7,490.7,229.9,215.1
5229,1108,7,244.1,437.3,229.9,101.8
5230,1108,7,234.7,511.2,258.0,306.3
5231,1108,1,561.8,264.1,257.0,87.1
5232,1108,1,591.6,272.8,177.4,82.3
5233,1108,1,755.1,272.0,53.8,72.1
5234,1108,1,617.0,214.9,155.4,98.3
5235,1108,1,668.1,273.8,123.3,69.6
5236,1108,1,231.3,501.3,61.3,43.9
5237,1108,0,647.4,268.4,60.3,56.4
5238,1109,1,0.0,168.6,925.7,851.0
5239,1109,0,10.7,157.8,865.3,88.7
5240,1110,5,177.6,391.3,419.1,312.5
5241,1111,2,416.2,262.6,213.0,305.0
5242,1111,7,138.8,523.2,142.2,90.4
5243,1112,5,278.2,351.0,551.3,281.1
5244,1113,7,484.9,317.2,190.6,147.3
5245,1113,7,513.4,412.2,165.9,206.2
5246,1113,1,667.1,387.0,295.6,435.8
5247,1113,1,674.9,402.0,147.6,76.4
5248,1113,1,689.4,411.2,143.9,71.1
5249,1113,1,714.5,412.4,141.5,80.5
5250,1113,1,747.0,434.0,98.9,64.5
5251,1113,1,776.8,442.9,77.9,56.6
5252,1113,1,830.6,433.8,98.9,56.4
5253,1113,6,86.0,527.2,180.5,268.7
5254,1113,6,117.8,423.1,344.4,135.6
5255,1113,6,140.2,341.1,308.5,154.4
5256,1113,0,153.1,361.4,53.8,391.9
5257,1113,0,380.3,378.9,16.3,136.4
5258,1113,7,135.4,149.6,342.0,240.5
5259,1113,1,163.2,448.0,443.6,492.7
5260,1113,7,505.2,602.7,290.9,351.0
5261,1114,1,273.3,289.0,497.1,262.1
5262,1115,5,337.9,783.5,320.0,150.6
5263,1115,0,169.3,183.9,496.4,151.4
5264,1115,5,448.0,201.1,321.7,113.0
5265,1115,1,438.5,298.4,292.6,155.4
5266,1116,3,73.1,391.8,138.9,218.1
5267,1116,3,154.4,390.4,133.8,228.6
5268,1116,7,180.1,395.2,104.9,121.6
5269,1116,3,231.1,417.5,143.0,232.3
5270,1116,3,312.6,456.1,153.7,266.5
5271,1116,1,388.3,439.5,275.0,441.9
5272,1116,1,478.7,475.8,157.0,221.1
5273,1116,1,460.4,591.2,107.4,178.8
5274,1116,1,613.8,262.1,171.4,113.4
5275,1116,7,550.6,247.2,193.3,248.2
5276,1116,7,707.3,311.2,215.6,174.4
5277,1116,7,309.3,462.9,152.9,114.8
5278,1116,7,235.4,410.4,129.3,151.7
5279,1116,7,78.2,390.8,121.4,77.9
5280,1117,1,286.5,184.7,507.6,685.6
5281,1118,7,242.5,403.6,509.3,259.3
5282,1119,1,542.5,475.2,216.0,277.8
5283,1120,0,627.6,6.8,33.0,70.1
5284,1120,1,257.3,154.1,428.7,643.0
5285,1120,4,394.7,428.7,74.2,118.5
5286,1120,4,360.6,527.9,53.6,65.0
5287,1120,4,394.2,549.9,53.8,65.0
5288,1120,4,427.9,581.1,45.2,59.3
5289,1120,4,452.3,501.2,56.4,88.4
5290,1120,0,558.2,667.1,32.0,42.0
5291,1120,7,166.9,212.0,56.1,99.9
5292,1121,1,341.3,436.1,59.9,62.6
5293,1121,1,294.3,471.0,421.8,283.8
5294,1121,1,637.2,480.8,276.6,147.0
5295,1121,1,316.4,284.8,440.4,356.6
5296,1121,1,497.8,312.6,388.8,207.6
5297,1121,2,411.2,344.4,281.1,210.3
5298,1121,1,355.6,309.8,436.8,161.5
5299,1121,1,0.0,627.1,227.8,355.9
5300,1121,0,136.1,909.2,105.1,114.5
5301,1122,2,289.3,290.2,467.3,548.9
5302,1123,0,0.0,146.6,53.3,110.7
5303,1123,0,0.0,438.5,79.5,110.1
5304,1123,5,94.0,174.1,876.4,396.5
5305,1124,0,285.3,347.3,472.9,443.6
5306,1125,3,327.6,255.7,497.8,526.6
5307,1126,1,645.8,205.1,230.0,302.3
5308,1126,1,145.4,0.0,877.7,1023.8
5309,1126,1,209.7,61.2,23.7,45.1
5310,1127,7,344.0,341.6,310.9,353.3
5311,1127,0,44.0,506.9,86.3,95.5
5312,1127,7,13.9,859.9,258.7,132.1
5313,1127,7,97.2,671.0,224.8,150.9
5314,1127,0,262.4,583.4,183.9,97.5
5315,1127,0,388.7,650.9,74.2,126.0
5316,1127,6,341.3,772.6,164.2,68.8
5317,1127,1,777.5,557.5,104.6,53.8
5318,1127,0,536.7,709.6,81.6,64.5
5319,1127,2,464.9,689.8,101.6,85.6
5320,1127,5,255.3,642.8,140.5,98.0
5321,1127,5,613.6,559.2,232.3,171.2
5322,1128,7,482.8,819.5,333.0,204.2
5323,1128,7,465.3,446.6,558.5,506.2
5324,1128,7,320.3,44.4,450.3,527.6
5325,1128,7,554.7,889.9,283.2,133.8
5326,1129,1,369.4,235.2,284.4,562.0
5327,1130,1,345.1,331.4,282.8,356.8
5328,1131,5,457.5,60.2,302.7,639.2
5329,1131,2,411.8,707.3,287.8,193.0
5330,1131,0,166.3,866.8,505.9,157.0
5331,1131,0,83.0,788.8,295.6,183.4
5332,1131,0,396.5,681.7,99.9,261.1
5333,1131,0,308.8,723.6,61.3,79.5
5334,1132,5,177.4,290.0,510.3,331.4
5335,1133,7,0.0,155.7,267.2,577.8
5336,1133,5,62.0,231.1,323.7,399.5
5337,1133,7,737.9,650.2,240.8,207.0
5338,1133,5,692.5,143.0,63.3,33.8
5339,1133,7,213.0,157.7,670.5,820.6
5340,1134,1,495.1,450.5,375.2,231.4
5341,1134,5,117.5,302.0,699.9,393.9
5342,1134,0,512.3,75.4,193.4,175.7
5343,1135,1,644.4,686.7,169.0,65.8
5344,1135,6,174.1,715.2,566.9,308.6
5345,1135,6,118.5,736.8,620.4,220.7
5346,1135,7,0.0,141.0,943.4,752.3
5347,1135,7,596.0,680.9,427.7,342.9
5348,1135,5,506.6,221.2,199.8,56.1
5349,1135,4,708.1,268.4,75.2,9.1
5350,1136,9,32.9,277.3,955.1,625.3
5351,1137,0,228.2,378.7,506.6,253.2
5352,1138,2,291.6,338.0,436.1,299.4
5353,1139,5,130.0,483.6,571.9,452.3
5354,1139,0,293.2,380.4,115.5,284.4
5355,1139,0,409.1,331.2,76.5,314.2
5356,1139,0,505.6,293.6,503.9,324.1
5357,1140,4,49.8,366.7,884.6,387.4
5358,1141,3,218.7,408.7,491.9,364.7
5359,1142,5,332.7,597.0,341.3,254.6
5360,1142,5,294.9,376.2,438.1,382.6
5361,1142,5,433.5,464.9,208.8,112.4
5362,1142,5,411.2,215.4,240.3,324.1
5363,1143,0,290.3,478.8,402.0,108.2
5364,1143,7,533.6,748.0,103.5,64.8
5365,1143,0,528.4,763.9,62.0,59.1
5366,1144,4,222.2,473.4,351.7,393.8
5367,1144,4,573.5,455.1,298.7,327.8
5368,1145,7,557.7,175.4,409.4,763.3
5369,1145,7,800.5,252.3,95.2,46.4
5370,1145,1,755.8,218.4,46.7,42.3
5371,1145,1,16.8,446.6,532.6,325.4
5372,1146,1,602.0,0.0,132.3,38.0
5373,1146,0,785.2,947.6,123.0,76.2
5374,1146,0,527.5,801.7,57.6,87.1
5375,1146,1,143.5,364.7,580.8,447.5
5376,1146,1,0.0,99.2,163.1,115.3
5377,1146,1,307.3,135.7,160.4,171.4
5378,1146,1,466.4,169.9,79.4,34.2
5379,1146,1,341.0,172.2,265.3,153.3
5380,1146,1,749.8,249.3,193.2,121.6
5381,1147,6,55.5,58.2,949.5,642.5
5382,1147,0,428.4,267.4,163.2,95.5
5383,1148,1,358.9,211.3,561.8,341.8
5384,1148,0,132.1,334.0,84.7,50.3
5385,1148,1,85.7,417.8,91.8,54.3
5386,1148,1,147.0,357.6,249.9,111.2
5387,1148,0,176.8,336.5,132.1,46.2
5388,1148,0,318.6,424.4,51.1,49.8
5389,1148,1,380.3,420.8,255.7,109.5
5390,1148,0,75.9,370.5,50.1,36.8
5391,1148,7,123.9,445.0,754.1,397.0
5392,1148,0,332.2,471.9,48.8,19.3
5393,1148,0,61.6,455.4,46.7,27.2
5394,1148,2,603.1,686.5,76.5,52.6
5395,1149,7,165.1,39.6,626.3,984.0
5396,1149,1,342.3,63.7,49.0,64.7
5397,1150,5,354.0,354.9,313.1,340.7
5398,1151,7,39.3,325.8,806.9,518.6
5399,1152,1,96.2,557.7,592.9,233.7
5400,1152,1,150.0,612.8,384.7,132.1
5401,1152,1,193.4,624.8,401.6,120.9
5402,1152,1,198.8,569.1,433.1,135.4
5403,1152,1,677.2,519.9,45.0,81.0
5404,1152,1,227.6,493.0,501.5,156.2
5405,1152,1,204.9,381.2,530.6,246.1
5406,1152,1,367.7,281.9,391.1,303.7
5407,1152,0,463.2,287.5,203.5,189.0
5408,1153,0,166.1,468.7,91.9,28.8
5409,1153,0,25.4,102.3,60.4,66.4
5410,1153,0,70.6,166.6,29.5,42.3
5411,1153,1,292.3,229.6,424.1,595.0
5412,1153,0,257.3,526.9,134.3,226.5
5413,1154,8,414.2,342.7,289.0,293.9
5414,1155,0,0.0,395.7,235.0,345.1
5415,1155,6,385.0,479.5,313.9,312.6
5416,1155,0,925.1,0.0,33.2,37.6
5417,1155,6,831.3,0.0,113.4,36.1
5418,1155,6,865.5,0.0,158.1,244.8
5419,1155,6,544.2,0.0,409.7,254.5
5420,1155,0,727.7,0.0,67.4,81.8
5421,1155,0,714.5,0.0,135.1,175.7
5422,1155,0,739.2,106.7,78.6,155.4
5423,1155,6,421.6,50.3,321.0,295.4
5424,1155,0,494.1,38.1,250.6,60.7
5425,1155,0,447.0,98.0,271.9,85.8
5426,1156,3,340.1,201.1,411.7,507.6
5427,1157,8,333.2,55.1,141.2,169.7
5428,1157,8,436.1,62.2,143.2,170.7
5429,1157,8,321.7,248.9,139.2,176.0
5430,1157,8,430.7,235.7,141.9,175.5
5431,1157,8,465.3,446.2,153.4,185.4
5432,1157,8,579.0,431.2,160.8,185.7
5433,1157,8,448.3,633.4,198.8,202.4
5434,1157,8,571.6,659.8,200.1,210.0
5435,1158,7,365.7,392.6,196.7,302.2
5436,1159,1,439.3,153.2,173.8,126.8
5437,1159,1,525.8,266.1,41.8,103.7
5438,1159,1,229.6,208.0,325.8,492.4
5439,1159,1,142.4,146.4,329.6,371.0
5440,1159,1,218.9,278.2,151.8,148.4
5441,1159,1,386.4,246.5,534.9,541.9
5442,1159,5,523.8,209.8,257.8,300.1
5443,1159,5,308.0,0.0,214.0,125.0
5444,1159,5,330.2,0.0,189.8,27.0
5445,1160,7,0.0,0.0,1023.9,1023.9
5446,1160,0,641.4,666.1,43.7,36.7
5447,1160,7,279.2,446.4,365.1,134.2
5448,1160,7,650.5,631.3,66.4,59.7
5449,1160,7,332.2,568.5,77.8,62.5
5450,1161,1,101.8,796.8,202.7,226.9
5451,1161,1,181.3,591.2,318.7,227.2
5452,1161,1,52.1,478.8,431.0,298.7
5453,1161,1,512.0,589.2,254.5,325.4
5454,1161,1,491.2,535.7,251.9,237.0
5455,1161,1,616.4,661.3,121.9,92.1
5456,1161,1,704.5,664.7,26.9,58.6
5457,1161,1,572.2,660.0,44.7,53.5
5458,1161,1,610.0,672.5,25.4,51.8
5459,1161,7,924.4,26.8,99.3,107.7
5460,1161,1,931.8,102.9,91.9,132.7
5461,1161,1,796.4,22.7,145.0,250.2
5462,1161,1,907.7,104.3,19.0,52.5
5463,1161,1,870.1,100.9,30.0,73.8
5464,1161,1,858.9,109.4,31.2,79.2
5465,1161,1,826.2,101.2,18.5,96.5
5466,1161,1,797.2,59.3,35.3,136.8
5467,1161,1,819.8,66.0,40.6,126.6
5468,1161,7,872.6,160.2,151.1,230.6
5469,1161,7,798.2,255.7,135.6,118.5
5470,1161,1,772.6,373.8,251.2,377.2
5471,1161,1,743.4,298.7,79.7,269.5
5472,1161,1,781.5,355.2,105.4,220.1
5473,1161,1,857.9,339.0,150.9,247.9
5474,1161,7,440.9,287.5,344.9,337.3
5475,1161,1,183.9,123.9,346.9,402.3
5476,1162,9,0.0,84.8,1023.7,938.9
5477,1162,0,323.0,391.4,395.5,196.1
5478,1163,7,933.2,676.4,90.4,163.1
5479,1163,2,799.4,667.0,92.0,85.0
5480,1163,1,414.1,617.7,79.5,52.4
5481,1163,2,281.1,401.9,54.4,21.0
5482,1163,2,345.9,377.7,55.2,44.5
5483,1163,2,401.2,507.0,30.5,78.4
5484,1163,2,370.2,404.7,63.6,38.3
5485,1163,2,392.8,440.2,41.0,68.1
5486,1163,2,410.8,494.4,20.9,66.2
5487,1163,1,244.3,422.6,167.7,198.3
5488,1163,7,772.6,359.8,251.0,298.0
5489,1163,1,610.7,379.0,195.8,253.8
5490,1163,1,430.4,380.5,199.5,198.6
5491,1163,2,680.6,387.1,54.0,70.6
5492,1163,4,702.3,451.8,44.3,28.5
5493,1163,2,726.2,478.7,47.7,55.8
5494,1163,2,635.8,384.0,56.9,65.3
5495,1163,7,622.0,433.9,72.4,55.8
5496,1163,2,658.8,462.1,84.1,74.7
5497,1164,5,286.8,191.7,534.3,483.6
5498,1164,7,326.8,423.1,357.9,259.8
5499,1165,0,267.4,498.5,353.5,409.1
5500,1165,7,425.9,0.0,108.4,77.9
5501,1166,0,278.3,235.9,483.2,557.2
5502,1167,1,225.5,456.6,522.8,250.9
5503,1167,1,219.1,259.8,314.9,198.9
5504,1167,1,296.3,325.1,365.0,248.1
5505,1168,7,335.2,234.4,308.1,318.5
5506,1168,0,337.3,257.3,426.3,379.4
5507,1169,5,371.1,335.7,177.1,94.5
5508,1169,2,526.9,365.7,207.2,176.5
5509,1170,5,118.0,345.3,367.9,404.8
5510,1170,5,130.9,72.0,309.7,648.0
5511,1170,1,530.6,0.0,168.6,51.8
5512,1171,6,98.9,249.9,798.1,493.0
5513,1171,0,408.0,376.6,72.8,38.6
5514,1171,1,546.9,113.0,175.4,171.7
5515,1171,1,598.0,114.3,117.2,107.2
5516,1171,1,648.8,0.0,209.6,145.0
5517,1171,0,697.9,2.5,93.8,33.0
5518,1171,1,688.8,0.0,313.2,138.9
5519,1171,0,734.8,36.6,80.3,63.0
5520,1171,1,692.5,99.6,208.6,159.2
5521,1171,1,735.2,22.6,269.5,199.9
5522,1171,5,880.8,103.9,79.6,33.5
5523,1171,1,909.9,55.6,56.2,32.0
5524,1171,1,860.8,42.4,119.2,70.3
5525,1171,2,870.9,74.4,44.0,16.3
5526,1171,1,659.0,212.3,135.4,99.3
5527,1171,1,913.6,199.1,110.1,104.9
5528,1171,1,523.9,350.7,116.8,64.3
5529,1171,1,554.7,304.0,173.7,85.1
5530,1171,1,594.6,323.3,145.9,51.6
5531,1171,1,566.9,268.2,143.2,77.7
5532,1171,7,760.2,360.9,147.6,63.7
5533,1172,0,255.3,354.1,150.7,203.9
5534,1172,1,365.8,241.2,373.6,437.9
5535,1172,0,669.1,835.0,195.8,188.7
5536,1173,3,328.1,238.2,86.0,69.1
5537,1173,3,373.5,255.2,40.6,33.3
5538,1173,5,387.7,139.9,635.9,402.0
5539,1173,5,384.7,0.0,639.0,305.3
5540,1173,4,735.5,0.0,59.9,22.3
5541,1173,4,876.0,0.0,71.4,53.6
5542,1173,1,292.6,336.3,401.3,268.7
5543,1174,2,188.9,352.0,719.3,328.9
5544,1175,7,301.0,127.3,498.0,878.7
5545,1175,8,396.4,154.4,167.4,186.9
5546,1175,8,368.0,250.6,67.6,245.2
5547,1175,8,407.1,268.5,70.1,247.5
5548,1175,8,447.2,323.4,148.3,218.1
5549,1175,0,411.7,667.1,163.3,219.4
5550,1176,7,359.6,51.3,664.0,826.9
5551,1176,0,0.0,0.0,170.7,798.0
5552,1176,1,117.8,474.4,363.3,358.6
5553,1177,1,435.8,0.0,127.0,157.7
5554,1177,7,899.0,127.5,109.0,56.1
5555,1177,7,822.2,138.2,83.0,99.6
5556,1177,7,318.3,83.3,183.9,108.2
5557,1177,0,445.3,0.0,91.4,29.7
5558,1177,0,482.5,187.4,83.0,28.7
5559,1177,5,462.9,128.8,98.5,63.2
5560,1177,7,51.8,318.2,139.5,78.0
5561,1177,0,56.6,288.8,94.1,51.3
5562,1177,0,37.2,317.2,49.1,61.5
5563,1177,0,0.0,315.4,53.2,58.9
5564,1177,1,154.1,196.1,527.9,223.5
5565,1177,1,300.0,247.1,344.0,164.8
5566,1177,1,333.9,260.8,317.0,147.6
5567,1177,1,92.4,404.6,49.4,62.2
5568,1177,1,115.8,357.8,115.5,91.9
5569,1177,1,83.6,418.3,125.0,95.0
5570,1177,7,908.9,130.5,114.8,342.9
5571,1177,7,641.7,134.1,382.0,239.5
5572,1177,1,315.6,353.8,547.6,215.4
5573,1177,1,234.3,343.9,662.3,262.1
5574,1177,1,104.6,407.9,228.6,254.7
5575,1177,1,989.1,414.0,31.2,51.0
5576,1177,1,680.0,300.7,323.0,151.1
5577,1177,7,0.0,484.6,202.8,539.2
5578,1177,7,1.4,707.0,123.3,113.5
5579,1177,1,117.2,690.5,906.5,333.2
5580,1177,1,137.8,533.6,885.8,445.5
5581,1177,1,0.0,430.2,998.6,471.1
5582,1177,1,462.9,463.2,560.8,417.5
5583,1177,7,786.3,0.0,237.4,141.0
5584,1177,9,932.6,0.0,91.1,49.5
5585,1177,1,267.5,626.5,79.9,122.9
5586,1178,3,248.2,425.9,247.9,173.5
5587,1179,0,81.5,301.0,783.2,406.0
5588,1180,7,330.8,189.0,288.2,298.2
5589,1181,1,203.2,129.3,653.2,749.7
5590,1182,0,287.2,86.7,411.4,735.8
5591,1183,7,231.6,340.1,571.6,349.5
5592,1184,0,195.0,0.0,828.6,651.2
5593,1184,3,64.0,0.0,79.6,125.6
5594,1184,3,263.8,429.7,176.8,180.1
5595,1185,0,193.0,217.1,163.0,110.1
5596,1185,7,288.3,177.8,565.3,573.6
5597,1185,5,370.8,245.2,56.1,82.6
5598,1185,0,340.3,479.5,55.4,87.7
5599,1186,5,406.9,147.5,213.9,489.1
5600,1187,1,306.8,307.6,317.6,235.2
5601,1187,0,227.6,571.2,148.0,116.8
5602,1188,5,216.6,144.3,319.2,406.3
5603,1188,2,551.4,184.9,373.3,650.5
5604,1188,1,545.0,352.8,359.4,336.9
5605,1189,5,718.2,107.7,68.8,168.0
5606,1189,5,517.3,120.9,189.5,174.1
5607,1189,5,497.5,260.4,231.1,139.2
5608,1189,5,402.0,487.6,238.0,214.0
5609,1189,5,668.4,416.2,265.7,248.6
5610,1189,5,725.3,573.3,217.4,189.0
5611,1189,5,561.3,287.5,246.3,175.7
5612,1189,1,391.1,452.7,388.3,482.9
5613,1189,5,149.8,662.0,251.2,361.7
5614,1189,5,424.4,329.5,58.2,196.7
5615,1189,1,549.1,730.1,41.9,38.3
5616,1189,5,289.5,333.9,141.2,301.0
5617,1189,5,436.6,577.0,244.6,188.6
5618,1189,5,480.8,712.5,117.8,143.2
5619,1189,7,580.1,565.8,63.7,80.6
5620,1190,2,409.4,468.9,167.4,85.7
5621,1190,0,293.2,485.2,121.1,29.7
5622,1191,0,271.5,179.8,440.6,664.0
5623,1192,7,296.0,259.8,504.0,554.9
5624,1193,1,603.7,94.8,342.3,106.3
5625,1193,1,637.5,62.0,297.1,250.6
5626,1193,7,550.1,540.8,224.3,332.5
5627,1193,1,752.3,154.8,129.3,91.1
5628,1193,5,714.7,191.3,237.2,372.5
5629,1193,0,751.0,282.4,159.0,257.7
5630,1193,1,500.1,142.6,307.0,510.0
5631,1193,7,721.5,518.1,217.1,153.7
5632,1193,1,141.0,421.9,429.7,546.5
5633,1193,7,401.8,422.9,106.2,145.3
5634,1193,7,101.6,540.8,314.7,150.0
5635,1193,7,129.0,275.3,365.5,295.6
5636,1194,7,0.0,0.0,295.6,415.5
5637,1194,7,0.0,293.3,192.7,560.3
5638,1194,7,116.5,93.7,720.6,783.2
5639,1195,1,238.2,93.8,610.0,715.2
5640,1196,7,291.6,141.3,438.2,558.9
5641,1197,1,279.1,320.0,398.2,400.6
5642,1198,0,103.3,303.5,685.0,399.0
5643,1199,2,434.8,144.9,426.2,642.7
5644,1200,1,275.0,0.0,336.3,86.0
5645,1200,4,418.0,0.0,246.9,892.3
5646,1201,4,541.1,294.1,443.9,495.0
5647,1201,4,57.9,244.8,348.1,500.3
5648,1202,7,641.5,248.2,337.8,624.1
5649,1202,1,35.3,569.2,224.8,212.7
5650,1202,7,398.2,218.8,327.4,618.0
5651,1202,7,576.3,348.4,111.2,98.9
5652,1202,7,596.1,383.0,51.3,31.5
5653,1202,7,546.3,326.8,146.3,116.8
5654,1203,5,87.9,381.0,823.9,410.1
5655,1204,2,434.5,516.3,248.6,207.0
5656,1204,0,243.1,332.2,553.3,227.6
5657,1205,0,104.4,279.4,801.3,431.7
5658,1205,0,80.3,613.9,119.1,168.3
5659,1206,5,131.6,489.0,333.0,323.4
5660,1206,5,109.2,143.6,242.5,370.8
5661,1206,5,280.1,172.4,241.5,379.9
5662,1206,5,506.9,79.6,334.0,337.3
5663,1206,5,501.3,319.7,354.8,385.7
5664,1206,5,510.2,574.0,393.4,449.7
5665,1206,7,514.0,574.6,288.0,287.5
5666,1207,0,333.9,404.6,357.2,283.7
5667,1207,3,50.8,799.0,73.1,28.2
5668,1208,0,504.7,291.3,271.8,210.7
5669,1208,0,357.1,286.8,153.6,363.0
5670,1209,8,469.3,315.2,179.1,463.5
5671,1210,5,26.1,112.5,942.7,611.8
5672,1211,1,0.0,326.3,565.8,643.0
5673,1211,1,540.8,491.9,482.9,531.8
5674,1211,1,380.3,0.0,643.4,563.8
5675,1212,0,354.2,609.0,250.2,228.8
5676,1212,0,332.9,224.8,261.4,198.6
5677,1213,7,279.0,325.3,520.1,436.3
5678,1214,2,74.5,357.6,822.9,277.8
5679,1215,2,87.0,217.9,666.4,410.9
5680,1215,5,582.4,332.4,300.7,330.7
5681,1215,1,178.8,229.6,433.4,364.4
5682,1216,0,450.5,321.0,181.3,392.1
5683,1217,5,423.6,539.4,457.9,323.4
5684,1217,2,642.5,330.5,171.9,239.1
5685,1217,5,897.5,908.2,126.2,115.5
5686,1217,0,22.3,842.5,272.0,126.3
5687,1217,2,389.1,497.1,235.9,313.2
5688,1217,7,648.1,683.7,120.6,76.5
5689,1217,0,428.4,23.7,30.2,202.8
5690,1218,3,173.0,9.9,175.1,137.4
5691,1218,1,158.8,0.0,864.2,553.7
5692,1218,7,202.8,559.0,292.2,274.0
5693,1218,1,134.4,287.0,534.7,388.6
5694,1218,0,801.5,532.3,198.8,199.9
5695,1218,1,485.6,614.9,433.4,340.3
5696,1218,1,808.6,752.0,213.7,173.7
5697,1218,0,981.7,928.0,42.0,95.7
5698,1218,0,551.3,51.0,166.6,72.4
5699,1219,0,12.4,728.0,201.7,295.6
5700,1219,0,809.1,800.8,214.6,222.8
5701,1219,0,191.7,744.0,45.7,279.7
5702,1219,0,206.5,731.4,774.6,292.2
5703,1219,1,167.9,215.0,757.3,712.1
5704,1220,4,483.6,453.1,134.1,214.6
5705,1220,0,990.5,603.9,33.2,111.5
5706,1221,9,0.0,230.6,363.9,193.3
5707,1221,9,454.7,364.2,284.0,265.7
5708,1221,9,234.2,416.0,296.6,343.5
5709,1222,7,140.2,614.6,410.1,236.2
5710,1222,7,320.0,188.4,319.3,409.4
5711,1222,5,182.9,709.6,110.7,71.9
5712,1222,0,135.8,724.8,64.0,9.1
5713,1222,1,183.9,647.4,163.9,197.6
5714,1222,5,311.5,734.0,103.3,80.3
5715,1223,0,77.5,515.3,57.2,67.8
5716,1223,5,390.1,424.4,272.6,164.1
5717,1223,0,0.0,970.9,29.1,52.8
5718,1223,3,534.3,342.9,36.6,27.7
5719,1223,0,0.0,827.2,80.6,116.1
5720,1224,0,0.0,0.0,120.9,63.2
5721,1224,7,295.6,0.0,282.4,176.5
5722,1224,0,532.3,82.3,130.0,98.5
5723,1224,3,321.4,401.3,332.5,292.3
5724,1225,1,24.6,355.2,260.3,241.4
5725,1225,1,571.7,427.3,299.9,330.2
5726,1225,1,433.0,249.9,284.2,308.1
5727,1226,0,484.4,284.0,358.5,337.8
5728,1226,0,352.0,286.9,192.3,253.8
5729,1227,0,385.7,118.3,408.4,853.6
5730,1228,7,659.0,116.3,170.0,101.8
5731,1228,1,412.1,149.1,366.4,193.3
