,width,height,file_name,license,flickr_url,coco_url,date_captured,category_id,area,bbox,iscrowd,id
336,1024,1024,train/0336.jpg,0,NaN,NaN,2021-04-27 16:23:15,6,215969.04,"[554.2, 563.8, 469.6, 459.9]",0,1709
336,1024,1024,train/0336.jpg,0,NaN,NaN,2021-04-27 16:23:15,6,590778.72,"[0.0, 276.0, 808.4, 730.8]",0,1710
336,1024,1024,train/0336.jpg,0,NaN,NaN,2021-04-27 16:23:15,6,686599.92,"[104.6, 56.2, 864.3, 794.4]",0,1711
337,1024,1024,train/0337.jpg,0,NaN,NaN,2021-03-31 12:21:34,2,132219.84,"[365.4, 382.0, 412.8, 320.3]",0,1712
338,1024,1024,train/0338.jpg,0,NaN,NaN,2020-12-28 11:02:37,7,189013.6,"[324.7, 306.6, 382.0, 494.8]",0,1713
338,1024,1024,train/0338.jpg,0,NaN,NaN,2020-12-28 11:02:37,0,8888.88,"[511.7, 661.9, 103.6, 85.8]",0,1714
339,1024,1024,train/0339.jpg,0,NaN,NaN,2021-01-01 14:53:07,5,145571.88,"[450.7, 250.2, 283.6, 513.3]",0,1715
340,1024,1024,train/0340.jpg,0,NaN,NaN,2021-04-30 10:51:38,7,124450.26,"[334.9, 371.0, 424.6, 293.1]",0,1716
341,1024,1024,train/0341.jpg,0,NaN,NaN,2020-12-27 16:43:23,0,136471.58,"[314.2, 455.4, 404.6, 337.3]",0,1717
342,1024,1024,train/0342.jpg,0,NaN,NaN,2021-03-29 16:59:43,5,10484.37,"[601.7, 543.7, 113.1, 92.7]",0,1718
342,1024,1024,train/0342.jpg,0,NaN,NaN,2021-03-29 16:59:43,1,129289.68,"[182.2, 381.7, 444.6, 290.8]",0,1719
343,1024,1024,train/0343.jpg,0,NaN,NaN,2020-12-26 14:18:10,2,355226.92,"[316.7, 239.1, 522.7, 679.6]",0,1720
344,1024,1024,train/0344.jpg,0,NaN,NaN,2021-03-28 17:20:51,0,3265.56,"[818.1, 572.2, 173.7, 18.8]",0,1721
344,1024,1024,train/0344.jpg,0,NaN,NaN,2021-03-28 17:20:51,2,184359.8,"[353.5, 496.0, 509.0, 362.2]",0,1722
345,1024,1024,train/0345.jpg,0,NaN,NaN,2021-02-23 10:40:07,4,358369.28,"[350.5, 66.8, 505.6, 708.8]",0,1723
346,1024,1024,train/0346.jpg,0,NaN,NaN,2020-12-27 16:06:18,0,74334.54,"[346.1, 436.8, 345.1, 215.4]",0,1724
347,1024,1024,train/0347.jpg,0,NaN,NaN,2020-12-28 10:11:38,5,15645.6,"[123.5, 436.3, 190.8, 82.0]",0,1725
347,1024,1024,train/0347.jpg,0,NaN,NaN,2020-12-28 10:11:38,9,360626.6,"[376.8, 94.7, 562.6, 641.0]",0,1726
347,1024,1024,train/0347.jpg,0,NaN,NaN,2020-12-28 10:11:38,5,28972.2,"[838.9, 441.0, 109.0, 265.8]",0,1727
347,1024,1024,train/0347.jpg,0,NaN,NaN,2020-12-28 10:11:38,0,2864.12,"[46.9, 985.3, 74.2, 38.6]",0,1728
348,1024,1024,train/0348.jpg,0,NaN,NaN,2021-01-05 18:46:30,1,445372.07,"[153.7, 146.5, 724.3, 614.9]",0,1729
349,1024,1024,train/0349.jpg,0,NaN,NaN,2021-04-27 09:46:41,3,89047.53,"[468.8, 301.0, 198.9, 447.7]",0,1730
350,1024,1024,train/0350.jpg,0,NaN,NaN,2021-01-10 15:39:43,0,57636.18,"[87.4, 295.1, 268.2, 214.9]",0,1731
350,1024,1024,train/0350.jpg,0,NaN,NaN,2021-01-10 15:39:43,3,32470.18,"[459.5, 168.4, 132.1, 245.8]",0,1732
350,1024,1024,train/0350.jpg,0,NaN,NaN,2021-01-10 15:39:43,3,21703.71,"[672.2, 110.2, 171.3, 126.7]",0,1733
350,1024,1024,train/0350.jpg,0,NaN,NaN,2021-01-10 15:39:43,0,50037.9,"[222.5, 566.3, 194.7, 257.0]",0,1734
351,1024,1024,train/0351.jpg,0,NaN,NaN,2020-12-28 15:12:03,7,221557.59,"[193.4, 357.1, 555.7, 398.7]",0,1735
352,1024,1024,train/0352.jpg,0,NaN,NaN,2021-01-03 17:19:52,7,1112.2,"[467.0, 627.5, 33.5, 33.2]",0,1736
352,1024,1024,train/0352.jpg,0,NaN,NaN,2021-01-03 17:19:52,5,9551.1,"[0.0, 167.6, 79.0, 120.9]",0,1737
352,1024,1024,train/0352.jpg,0,NaN,NaN,2021-01-03 17:19:52,1,77520.0,"[697.1, 132.1, 237.5, 326.4]",0,1738
352,1024,1024,train/0352.jpg,0,NaN,NaN,2021-01-03 17:19:52,1,43851.83,"[833.5, 442.9, 139.7, 313.9]",0,1739
352,1024,1024,train/0352.jpg,0,NaN,NaN,2021-01-03 17:19:52,1,7757.44,"[799.2, 445.0, 78.2, 99.2]",0,1740
352,1024,1024,train/0352.jpg,0,NaN,NaN,2021-01-03 17:19:52,1,11559.39,"[802.8, 465.3, 75.7, 152.7]",0,1741
352,1024,1024,train/0352.jpg,0,NaN,NaN,2021-01-03 17:19:52,1,160803.0,"[220.2, 23.0, 510.0, 315.3]",0,1742
352,1024,1024,train/0352.jpg,0,NaN,NaN,2021-01-03 17:19:52,1,264569.76,"[203.2, 61.0, 491.4, 538.4]",0,1743
352,1024,1024,train/0352.jpg,0,NaN,NaN,2021-01-03 17:19:52,1,108621.0,"[579.3, 544.5, 291.6, 372.5]",0,1744
352,1024,1024,train/0352.jpg,0,NaN,NaN,2021-01-03 17:19:52,1,6400.8,"[716.7, 628.5, 101.6, 63.0]",0,1745
352,1024,1024,train/0352.jpg,0,NaN,NaN,2021-01-03 17:19:52,2,1058.08,"[705.5, 667.1, 27.2, 38.9]",0,1746
352,1024,1024,train/0352.jpg,0,NaN,NaN,2021-01-03 17:19:52,7,8509.2,"[609.3, 654.9, 101.3, 84.0]",0,1747
352,1024,1024,train/0352.jpg,0,NaN,NaN,2021-01-03 17:19:52,7,42194.25,"[690.0, 331.2, 157.5, 267.9]",0,1748
352,1024,1024,train/0352.jpg,0,NaN,NaN,2021-01-03 17:19:52,1,13314.24,"[699.9, 551.3, 120.6, 110.4]",0,1749
352,1024,1024,train/0352.jpg,0,NaN,NaN,2021-01-03 17:19:52,7,94597.51,"[463.7, 233.3, 312.1, 303.1]",0,1750
352,1024,1024,train/0352.jpg,0,NaN,NaN,2021-01-03 17:19:52,7,18469.36,"[598.6, 531.6, 120.4, 153.4]",0,1751
352,1024,1024,train/0352.jpg,0,NaN,NaN,2021-01-03 17:19:52,1,6314.42,"[562.0, 661.3, 51.8, 121.9]",0,1752
352,1024,1024,train/0352.jpg,0,NaN,NaN,2021-01-03 17:19:52,7,69736.08,"[408.9, 431.1, 298.4, 233.7]",0,1753
352,1024,1024,train/0352.jpg,0,NaN,NaN,2021-01-03 17:19:52,1,84879.47,"[302.0, 747.7, 328.1, 258.7]",0,1754
352,1024,1024,train/0352.jpg,0,NaN,NaN,2021-01-03 17:19:52,1,1026.76,"[314.7, 767.3, 19.3, 53.2]",0,1755
352,1024,1024,train/0352.jpg,0,NaN,NaN,2021-01-03 17:19:52,6,682.95,"[317.0, 815.1, 14.5, 47.1]",0,1756
352,1024,1024,train/0352.jpg,0,NaN,NaN,2021-01-03 17:19:52,1,31409.85,"[469.6, 713.5, 160.5, 195.7]",0,1757
352,1024,1024,train/0352.jpg,0,NaN,NaN,2021-01-03 17:19:52,1,1402.99,"[466.0, 831.3, 30.7, 45.7]",0,1758
352,1024,1024,train/0352.jpg,0,NaN,NaN,2021-01-03 17:19:52,1,22556.79,"[466.8, 639.0, 117.3, 192.3]",0,1759
352,1024,1024,train/0352.jpg,0,NaN,NaN,2021-01-03 17:19:52,5,11917.52,"[471.9, 765.6, 124.4, 95.8]",0,1760
352,1024,1024,train/0352.jpg,0,NaN,NaN,2021-01-03 17:19:52,1,1092.0,"[481.8, 849.3, 45.5, 24.0]",0,1761
352,1024,1024,train/0352.jpg,0,NaN,NaN,2021-01-03 17:19:52,7,78440.04,"[248.4, 363.3, 183.1, 428.4]",0,1762
352,1024,1024,train/0352.jpg,0,NaN,NaN,2021-01-03 17:19:52,7,55816.58,"[308.1, 150.0, 176.3, 316.6]",0,1763
352,1024,1024,train/0352.jpg,0,NaN,NaN,2021-01-03 17:19:52,7,31062.84,"[0.0, 818.8, 151.6, 204.9]",0,1764
352,1024,1024,train/0352.jpg,0,NaN,NaN,2021-01-03 17:19:52,7,50192.36,"[143.5, 777.8, 204.2, 245.8]",0,1765
352,1024,1024,train/0352.jpg,0,NaN,NaN,2021-01-03 17:19:52,7,56678.4,"[324.1, 585.1, 147.6, 384.0]",0,1766
352,1024,1024,train/0352.jpg,0,NaN,NaN,2021-01-03 17:19:52,7,1805.94,"[393.4, 602.4, 71.1, 25.4]",0,1767
352,1024,1024,train/0352.jpg,0,NaN,NaN,2021-01-03 17:19:52,0,16641.0,"[805.8, 234.0, 129.0, 129.0]",0,1768
353,1024,1024,train/0353.jpg,0,NaN,NaN,2020-12-27 16:55:48,0,35877.93,"[419.6, 478.0, 200.1, 179.3]",0,1769
353,1024,1024,train/0353.jpg,0,NaN,NaN,2020-12-27 16:55:48,0,17831.25,"[347.4, 350.2, 158.5, 112.5]",0,1770
353,1024,1024,train/0353.jpg,0,NaN,NaN,2020-12-27 16:55:48,7,21431.6,"[283.4, 257.5, 163.6, 131.0]",0,1771
354,1024,1024,train/0354.jpg,0,NaN,NaN,2021-01-02 16:29:37,3,68223.68,"[578.4, 411.4, 186.2, 366.4]",0,1772
354,1024,1024,train/0354.jpg,0,NaN,NaN,2021-01-02 16:29:37,0,50497.44,"[284.4, 562.5, 186.2, 271.2]",0,1773
354,1024,1024,train/0354.jpg,0,NaN,NaN,2021-01-02 16:29:37,6,162724.08,"[256.7, 0.0, 377.2, 431.4]",0,1774
354,1024,1024,train/0354.jpg,0,NaN,NaN,2021-01-02 16:29:37,5,250576.48,"[0.0, 0.7, 369.8, 677.6]",0,1775
354,1024,1024,train/0354.jpg,0,NaN,NaN,2021-01-02 16:29:37,5,74112.0,"[0.0, 644.7, 256.0, 289.5]",0,1776
354,1024,1024,train/0354.jpg,0,NaN,NaN,2021-01-02 16:29:37,3,3357.38,"[934.9, 639.7, 48.1, 69.8]",0,1777
354,1024,1024,train/0354.jpg,0,NaN,NaN,2021-01-02 16:29:37,0,40628.13,"[904.8, 662.7, 118.9, 341.7]",0,1778
354,1024,1024,train/0354.jpg,0,NaN,NaN,2021-01-02 16:29:37,7,9308.52,"[831.3, 98.5, 105.3, 88.4]",0,1779
354,1024,1024,train/0354.jpg,0,NaN,NaN,2021-01-02 16:29:37,6,12470.01,"[636.3, 0.0, 149.7, 83.3]",0,1780
355,1024,1024,train/0355.jpg,0,NaN,NaN,2021-04-27 09:39:36,1,680621.76,"[4.6, 227.6, 1019.2, 667.8]",0,1781
355,1024,1024,train/0355.jpg,0,NaN,NaN,2021-04-27 09:39:36,0,443057.36,"[0.0, 0.0, 1023.7, 432.8]",0,1782
355,1024,1024,train/0355.jpg,0,NaN,NaN,2021-04-27 09:39:36,0,83075.22,"[145.3, 286.8, 307.8, 269.9]",0,1783
355,1024,1024,train/0355.jpg,0,NaN,NaN,2021-04-27 09:39:36,1,84653.88,"[281.1, 528.6, 244.1, 346.8]",0,1784
355,1024,1024,train/0355.jpg,0,NaN,NaN,2021-04-27 09:39:36,5,128844.56,"[502.6, 491.0, 297.7, 432.8]",0,1785
356,1024,1024,train/0356.jpg,0,NaN,NaN,2020-12-26 14:55:19,1,371115.76,"[50.1, 325.1, 887.2, 418.3]",0,1786
356,1024,1024,train/0356.jpg,0,NaN,NaN,2020-12-26 14:55:19,0,2406.35,"[312.9, 250.9, 74.5, 32.3]",0,1787
356,1024,1024,train/0356.jpg,0,NaN,NaN,2020-12-26 14:55:19,0,7738.08,"[353.5, 158.0, 112.8, 68.6]",0,1788
356,1024,1024,train/0356.jpg,0,NaN,NaN,2020-12-26 14:55:19,0,1531.02,"[527.6, 128.8, 47.4, 32.3]",0,1789
357,1024,1024,train/0357.jpg,0,NaN,NaN,2021-01-10 23:05:18,0,13525.05,"[908.2, 605.5, 115.5, 117.1]",0,1790
357,1024,1024,train/0357.jpg,0,NaN,NaN,2021-01-10 23:05:18,0,173342.26,"[1.0, 365.2, 464.6, 373.1]",0,1791
357,1024,1024,train/0357.jpg,0,NaN,NaN,2021-01-10 23:05:18,2,25235.32,"[885.5, 428.2, 138.2, 182.6]",0,1792
357,1024,1024,train/0357.jpg,0,NaN,NaN,2021-01-10 23:05:18,7,30165.9,"[457.8, 393.9, 312.6, 96.5]",0,1793
357,1024,1024,train/0357.jpg,0,NaN,NaN,2021-01-10 23:05:18,2,36486.22,"[747.3, 450.5, 166.3, 219.4]",0,1794
357,1024,1024,train/0357.jpg,0,NaN,NaN,2021-01-10 23:05:18,0,76836.94,"[462.9, 448.5, 337.3, 227.8]",0,1795
357,1024,1024,train/0357.jpg,0,NaN,NaN,2021-01-10 23:05:18,7,37676.48,"[750.7, 338.5, 224.8, 167.6]",0,1796
358,1024,1024,train/0358.jpg,0,NaN,NaN,2021-04-27 14:23:24,1,26079.9,"[0.0, 908.2, 225.8, 115.5]",0,1797
358,1024,1024,train/0358.jpg,0,NaN,NaN,2021-04-27 14:23:24,1,15751.6,"[0.0, 917.7, 148.6, 106.0]",0,1798
358,1024,1024,train/0358.jpg,0,NaN,NaN,2021-04-27 14:23:24,1,10027.22,"[0.0, 929.9, 106.9, 93.8]",0,1799
358,1024,1024,train/0358.jpg,0,NaN,NaN,2021-04-27 14:23:24,1,39513.95,"[365.5, 701.6, 345.1, 114.5]",0,1800
358,1024,1024,train/0358.jpg,0,NaN,NaN,2021-04-27 14:23:24,1,81618.0,"[207.7, 611.9, 610.0, 133.8]",0,1801
358,1024,1024,train/0358.jpg,0,NaN,NaN,2021-04-27 14:23:24,1,498089.37,"[90.7, 104.0, 777.9, 640.3]",0,1802
358,1024,1024,train/0358.jpg,0,NaN,NaN,2021-04-27 14:23:24,0,47442.56,"[309.3, 461.5, 468.8, 101.2]",0,1803
358,1024,1024,train/0358.jpg,0,NaN,NaN,2021-04-27 14:23:24,0,17815.5,"[377.1, 736.5, 321.0, 55.5]",0,1804
359,1024,1024,train/0359.jpg,0,NaN,NaN,2020-12-26 19:45:22,0,1554.4,"[721.6, 442.7, 46.4, 33.5]",0,1805
359,1024,1024,train/0359.jpg,0,NaN,NaN,2020-12-26 19:45:22,1,164620.61,"[199.1, 264.6, 535.7, 307.3]",0,1806
360,1024,1024,train/0360.jpg,0,NaN,NaN,2021-04-28 13:15:01,2,47160.42,"[290.2, 395.7, 252.6, 186.7]",0,1807
361,1024,1024,train/0361.jpg,0,NaN,NaN,2021-01-09 15:11:09,1,90969.54,"[414.2, 388.4, 269.3, 337.8]",0,1808
362,1024,1024,train/0362.jpg,0,NaN,NaN,2021-04-27 09:16:43,7,211322.38,"[142.5, 285.8, 394.7, 535.4]",0,1809
362,1024,1024,train/0362.jpg,0,NaN,NaN,2021-04-27 09:16:43,7,48185.25,"[505.4, 537.4, 156.7, 307.5]",0,1810
362,1024,1024,train/0362.jpg,0,NaN,NaN,2021-04-27 09:16:43,7,37183.14,"[585.4, 362.7, 150.6, 246.9]",0,1811
362,1024,1024,train/0362.jpg,0,NaN,NaN,2021-04-27 09:16:43,0,9863.44,"[680.1, 437.5, 111.2, 88.7]",0,1812
362,1024,1024,train/0362.jpg,0,NaN,NaN,2021-04-27 09:16:43,0,10077.21,"[724.6, 257.4, 89.1, 113.1]",0,1813
362,1024,1024,train/0362.jpg,0,NaN,NaN,2021-04-27 09:16:43,7,7051.2,"[692.3, 314.2, 78.0, 90.4]",0,1814
363,1024,1024,train/0363.jpg,0,NaN,NaN,2020-12-26 21:45:57,0,188952.06,"[259.8, 235.0, 442.2, 427.3]",0,1815
364,1024,1024,train/0364.jpg,0,NaN,NaN,2020-12-28 11:52:02,0,88311.6,"[287.5, 365.0, 351.0, 251.6]",0,1816
365,1024,1024,train/0365.jpg,0,NaN,NaN,2020-12-29 16:13:30,3,38682.8,"[710.8, 539.2, 223.6, 173.0]",0,1817
365,1024,1024,train/0365.jpg,0,NaN,NaN,2020-12-29 16:13:30,1,58474.65,"[188.8, 775.6, 235.5, 248.3]",0,1818
365,1024,1024,train/0365.jpg,0,NaN,NaN,2020-12-29 16:13:30,5,26816.46,"[280.2, 825.7, 135.3, 198.2]",0,1819
365,1024,1024,train/0365.jpg,0,NaN,NaN,2020-12-29 16:13:30,1,30513.6,"[787.9, 836.7, 163.0, 187.2]",0,1820
365,1024,1024,train/0365.jpg,0,NaN,NaN,2020-12-29 16:13:30,5,32965.24,"[688.4, 6.3, 194.6, 169.4]",0,1821
365,1024,1024,train/0365.jpg,0,NaN,NaN,2020-12-29 16:13:30,0,12993.89,"[218.8, 300.5, 170.3, 76.3]",0,1822
365,1024,1024,train/0365.jpg,0,NaN,NaN,2020-12-29 16:13:30,0,27457.7,"[209.8, 334.3, 151.7, 181.0]",0,1823
365,1024,1024,train/0365.jpg,0,NaN,NaN,2020-12-29 16:13:30,0,68980.56,"[154.5, 212.6, 295.8, 233.2]",0,1824
365,1024,1024,train/0365.jpg,0,NaN,NaN,2020-12-29 16:13:30,0,18841.14,"[524.5, 799.3, 151.7, 124.2]",0,1825
366,1024,1024,train/0366.jpg,0,NaN,NaN,2020-12-28 14:58:58,3,79881.53,"[283.8, 428.7, 453.1, 176.3]",0,1826
367,1024,1024,train/0367.jpg,0,NaN,NaN,2021-03-28 18:36:27,0,283267.14,"[636.6, 38.9, 308.1, 919.4]",0,1827
367,1024,1024,train/0367.jpg,0,NaN,NaN,2021-03-28 18:36:27,0,339985.14,"[416.5, 74.9, 389.4, 873.1]",0,1828
367,1024,1024,train/0367.jpg,0,NaN,NaN,2021-03-28 18:36:27,7,337879.2,"[0.0, 390.6, 552.0, 612.1]",0,1829
368,1024,1024,train/0368.jpg,0,NaN,NaN,2020-12-23 14:52:44,7,397212.48,"[173.2, 202.2, 683.2, 581.4]",0,1830
369,1024,1024,train/0369.jpg,0,NaN,NaN,2021-04-27 16:31:23,1,125254.08,"[137.1, 751.7, 718.2, 174.4]",0,1831
369,1024,1024,train/0369.jpg,0,NaN,NaN,2021-04-27 16:31:23,1,139122.24,"[106.9, 673.5, 751.2, 185.2]",0,1832
369,1024,1024,train/0369.jpg,0,NaN,NaN,2021-04-27 16:31:23,1,176308.82,"[100.6, 562.8, 794.9, 221.8]",0,1833
369,1024,1024,train/0369.jpg,0,NaN,NaN,2021-04-27 16:31:23,1,168104.04,"[138.9, 451.4, 768.3, 218.8]",0,1834
369,1024,1024,train/0369.jpg,0,NaN,NaN,2021-04-27 16:31:23,1,323292.6,"[0.0, 148.0, 945.3, 342.0]",0,1835
369,1024,1024,train/0369.jpg,0,NaN,NaN,2021-04-27 16:31:23,1,11818.86,"[953.7, 395.9, 70.1, 168.6]",0,1836
369,1024,1024,train/0369.jpg,0,NaN,NaN,2021-04-27 16:31:23,1,17491.88,"[953.9, 437.2, 69.8, 250.6]",0,1837
370,1024,1024,train/0370.jpg,0,NaN,NaN,2021-01-05 11:55:06,1,556582.69,"[125.2, 204.5, 811.7, 685.7]",0,1838
370,1024,1024,train/0370.jpg,0,NaN,NaN,2021-01-05 11:55:06,1,3167.1,"[341.8, 356.9, 34.5, 91.8]",0,1839
370,1024,1024,train/0370.jpg,0,NaN,NaN,2021-01-05 11:55:06,1,67583.16,"[355.6, 88.7, 183.6, 368.1]",0,1840
370,1024,1024,train/0370.jpg,0,NaN,NaN,2021-01-05 11:55:06,1,62352.57,"[395.7, 159.8, 203.7, 306.1]",0,1841
370,1024,1024,train/0370.jpg,0,NaN,NaN,2021-01-05 11:55:06,1,10950.75,"[441.9, 329.1, 78.5, 139.5]",0,1842
370,1024,1024,train/0370.jpg,0,NaN,NaN,2021-01-05 11:55:06,1,77087.7,"[445.5, 208.6, 276.3, 279.0]",0,1843
371,1024,1024,train/0371.jpg,0,NaN,NaN,2021-04-28 17:35:46,7,154772.95,"[281.4, 305.5, 422.3, 366.5]",0,1844
372,1024,1024,train/0372.jpg,0,NaN,NaN,2020-12-20 17:21:15,1,104326.53,"[364.2, 388.4, 438.9, 237.7]",0,1845
372,1024,1024,train/0372.jpg,0,NaN,NaN,2020-12-20 17:21:15,1,26220.0,"[325.3, 127.0, 87.4, 300.0]",0,1846
372,1024,1024,train/0372.jpg,0,NaN,NaN,2020-12-20 17:21:15,1,165265.17,"[361.4, 130.7, 454.9, 363.3]",0,1847
372,1024,1024,train/0372.jpg,0,NaN,NaN,2020-12-20 17:21:15,7,10979.2,"[259.0, 529.6, 146.0, 75.2]",0,1848
372,1024,1024,train/0372.jpg,0,NaN,NaN,2020-12-20 17:21:15,7,78080.8,"[205.2, 524.2, 204.4, 382.0]",0,1849
372,1024,1024,train/0372.jpg,0,NaN,NaN,2020-12-20 17:21:15,1,59175.12,"[396.2, 403.6, 288.8, 204.9]",0,1850
372,1024,1024,train/0372.jpg,0,NaN,NaN,2020-12-20 17:21:15,1,197224.16,"[369.8, 542.8, 410.2, 480.8]",0,1851
372,1024,1024,train/0372.jpg,0,NaN,NaN,2020-12-20 17:21:15,1,75903.04,"[410.2, 508.6, 308.8, 245.8]",0,1852
372,1024,1024,train/0372.jpg,0,NaN,NaN,2020-12-20 17:21:15,1,27188.01,"[400.0, 59.6, 166.9, 162.9]",0,1853
373,1024,1024,train/0373.jpg,0,NaN,NaN,2021-04-27 09:30:50,0,52332.15,"[394.5, 361.9, 171.3, 305.5]",0,1854
374,1024,1024,train/0374.jpg,0,NaN,NaN,2021-04-27 17:02:07,0,235649.72,"[641.4, 407.4, 382.3, 616.4]",0,1855
375,1024,1024,train/0375.jpg,0,NaN,NaN,2020-12-26 14:56:50,7,231416.28,"[112.4, 240.8, 624.1, 370.8]",0,1856
376,1024,1024,train/0376.jpg,0,NaN,NaN,2021-01-04 15:14:19,1,12448.0,"[97.9, 185.1, 64.0, 194.5]",0,1857
376,1024,1024,train/0376.jpg,0,NaN,NaN,2021-01-04 15:14:19,7,116172.27,"[383.3, 333.0, 497.1, 233.7]",0,1858
376,1024,1024,train/0376.jpg,0,NaN,NaN,2021-01-04 15:14:19,7,574820.52,"[116.8, 315.4, 906.8, 633.9]",0,1859
376,1024,1024,train/0376.jpg,0,NaN,NaN,2021-01-04 15:14:19,0,1789.13,"[335.6, 912.0, 42.7, 41.9]",0,1860
377,1024,1024,train/0377.jpg,0,NaN,NaN,2021-01-10 15:42:58,7,274596.26,"[307.3, 285.1, 508.7, 539.8]",0,1861
377,1024,1024,train/0377.jpg,0,NaN,NaN,2021-01-10 15:42:58,5,26818.77,"[89.8, 128.4, 199.1, 134.7]",0,1862
378,1024,1024,train/0378.jpg,0,NaN,NaN,2020-12-18 20:23:30,7,104733.6,"[149.8, 433.1, 302.0, 346.8]",0,1863
378,1024,1024,train/0378.jpg,0,NaN,NaN,2020-12-18 20:23:30,7,72390.5,"[578.8, 390.8, 240.5, 301.0]",0,1864
379,1024,1024,train/0379.jpg,0,NaN,NaN,2020-12-28 14:41:49,1,361284.65,"[201.7, 19.3, 545.5, 662.3]",0,1865
379,1024,1024,train/0379.jpg,0,NaN,NaN,2020-12-28 14:41:49,1,462213.9,"[120.6, 379.3, 723.0, 639.3]",0,1866
379,1024,1024,train/0379.jpg,0,NaN,NaN,2020-12-28 14:41:49,1,39910.06,"[0.0, 491.0, 121.9, 327.4]",0,1867
379,1024,1024,train/0379.jpg,0,NaN,NaN,2020-12-28 14:41:49,1,76789.28,"[0.0, 120.9, 203.2, 377.9]",0,1868
379,1024,1024,train/0379.jpg,0,NaN,NaN,2020-12-28 14:41:49,1,21609.05,"[0.0, 683.3, 63.5, 340.3]",0,1869
380,1024,1024,train/0380.jpg,0,NaN,NaN,2021-04-28 13:36:10,1,65103.5,"[367.1, 488.6, 292.6, 222.5]",0,1870
380,1024,1024,train/0380.jpg,0,NaN,NaN,2021-04-28 13:36:10,3,1680.12,"[493.4, 417.5, 71.8, 23.4]",0,1871
381,1024,1024,train/0381.jpg,0,NaN,NaN,2020-12-25 17:24:20,5,146041.5,"[510.6, 342.6, 367.4, 397.5]",0,1872
381,1024,1024,train/0381.jpg,0,NaN,NaN,2020-12-25 17:24:20,7,137936.75,"[247.2, 372.1, 342.7, 402.5]",0,1873
382,1024,1024,train/0382.jpg,0,NaN,NaN,2020-12-26 19:55:06,1,135365.76,"[315.3, 283.2, 397.2, 340.8]",0,1874
383,1024,1024,train/0383.jpg,0,NaN,NaN,2021-01-07 15:53:28,0,54687.36,"[155.1, 508.2, 218.4, 250.4]",0,1875
383,1024,1024,train/0383.jpg,0,NaN,NaN,2021-01-07 15:53:28,1,51958.44,"[399.6, 392.6, 285.8, 181.8]",0,1876
384,1024,1024,train/0384.jpg,0,NaN,NaN,2020-12-26 20:05:35,1,6477.9,"[152.4, 297.0, 42.9, 151.0]",0,1877
384,1024,1024,train/0384.jpg,0,NaN,NaN,2020-12-26 20:05:35,1,8054.2,"[173.2, 311.5, 77.0, 104.6]",0,1878
384,1024,1024,train/0384.jpg,0,NaN,NaN,2020-12-26 20:05:35,7,66324.06,"[466.0, 506.6, 233.7, 283.8]",0,1879
384,1024,1024,train/0384.jpg,0,NaN,NaN,2020-12-26 20:05:35,1,21976.65,"[727.1, 271.9, 111.5, 197.1]",0,1880
384,1024,1024,train/0384.jpg,0,NaN,NaN,2020-12-26 20:05:35,1,22698.48,"[741.1, 279.4, 123.9, 183.2]",0,1881
384,1024,1024,train/0384.jpg,0,NaN,NaN,2020-12-26 20:05:35,1,10932.24,"[709.8, 438.5, 90.2, 121.2]",0,1882
384,1024,1024,train/0384.jpg,0,NaN,NaN,2020-12-26 20:05:35,1,34465.62,"[222.0, 334.9, 185.1, 186.2]",0,1883
384,1024,1024,train/0384.jpg,0,NaN,NaN,2020-12-26 20:05:35,7,4805.91,"[239.5, 357.2, 79.7, 60.3]",0,1884
384,1024,1024,train/0384.jpg,0,NaN,NaN,2020-12-26 20:05:35,5,3525.84,"[322.8, 325.1, 53.1, 66.4]",0,1885
384,1024,1024,train/0384.jpg,0,NaN,NaN,2020-12-26 20:05:35,5,1932.48,"[299.9, 301.4, 54.9, 35.2]",0,1886
384,1024,1024,train/0384.jpg,0,NaN,NaN,2020-12-26 20:05:35,6,13094.46,"[268.2, 317.6, 106.2, 123.3]",0,1887
384,1024,1024,train/0384.jpg,0,NaN,NaN,2020-12-26 20:05:35,7,29804.55,"[366.0, 315.6, 121.9, 244.5]",0,1888
384,1024,1024,train/0384.jpg,0,NaN,NaN,2020-12-26 20:05:35,1,2163.89,"[175.5, 398.9, 35.3, 61.3]",0,1889
384,1024,1024,train/0384.jpg,0,NaN,NaN,2020-12-26 20:05:35,1,4415.01,"[200.4, 395.9, 40.1, 110.1]",0,1890
384,1024,1024,train/0384.jpg,0,NaN,NaN,2020-12-26 20:05:35,1,2625.42,"[215.6, 411.4, 28.2, 93.1]",0,1891
384,1024,1024,train/0384.jpg,0,NaN,NaN,2020-12-26 20:05:35,1,5145.56,"[98.0, 358.6, 65.8, 78.2]",0,1892
384,1024,1024,train/0384.jpg,0,NaN,NaN,2020-12-26 20:05:35,1,23489.37,"[36.3, 401.6, 107.7, 218.1]",0,1893
384,1024,1024,train/0384.jpg,0,NaN,NaN,2020-12-26 20:05:35,1,36407.52,"[58.4, 440.6, 173.7, 209.6]",0,1894
384,1024,1024,train/0384.jpg,0,NaN,NaN,2020-12-26 20:05:35,1,6971.04,"[73.7, 463.9, 92.7, 75.2]",0,1895
384,1024,1024,train/0384.jpg,0,NaN,NaN,2020-12-26 20:05:35,7,2005.77,"[63.5, 464.9, 41.7, 48.1]",0,1896
